麦当劳麦咖啡(瞿溪路店),瞿溪路691号1幢一层商1室商铺,1.0,9,15,0,1, 7.4, 7.5, 7.4,-
麦当劳咖啡(芮欧店),南京西路1601号芮欧百货内,0.0,23,24,10,4, 7.2, 7.1, 7.2, 31 
麦当劳甜品站(秣陵路店),秣陵路258号友谊服饰1层,0.0,11,15,3,0, 7.2, 7.3, 7.3, 26 
麦当劳麦咖啡(四平路店),溧阳路1114号,1.0,8,9,0,0, 7.5, 7.4, 7.6,-
麦当劳(航华店),航北路649号,1.0,47,90,32,55, 6.8, 6.7, 6.6, 25 
麦当劳麦咖啡(鞍山店),控江路1667号二楼商铺,0.0,25,30,4,1, 7.3, 7.4, 7.4, 27 
麦当劳麦咖啡(闵行店),江川东路1050号,1.0,4,9,1,0, 7.4, 7.4, 7.4,-
麦当劳麦咖啡(大柏树店),汶水东路351号一层325室商铺,1.0,4,7,0,0, 7.7, 7.5, 7.6,-
麦当劳麦咖啡(四川北路店),四川北路1500号,1.0,5,7,1,0, 7.4, 7.3, 7.4,-
麦当劳麦咖啡(龙之梦购物中心店),长宁路1018号龙之梦购物中心B2层,1.0,10,13,0,0, 7.6, 7.6, 7.6,-
麦当劳甜品站天山百盛,天山路859号,0.0,37,40,3,3, 7.8, 7.7, 7.6, 13 
麦当劳麦咖啡(金杨路店),金杨路618号金杨第一商城,1.0,14,15,0,2, 7.5, 7.7, 7.6, 35 
麦当劳麦咖啡(静安寺店),万航渡路18号,1.0,8,9,3,1, 7.2, 7.3, 7.4, 26 
麦当劳麦咖啡(浦三路店),上海浦三路41号,1.0,24,39,3,1, 7.9, 7.8, 7.8,-
麦当劳麦咖啡(昌里路浦东商场店),昌里路333号地下一层及地面一层浦东商场,1.0,3,3,0,0, 7.5, 7.2, 7.2,-
麦当劳(金山店),纬零路55号,0.0,28,66,23,12, 7.3, 7.4, 7.3, 22 
麦当劳咖啡,世纪公园白杨路,0.0,3,2,1,0, 7.4, 7.4, 7.4,-
麦当劳麦咖啡(巨峰路店),巨峰路1058弄2号晨达美食城1楼,1.0,1,2,0,0, 7.3, 7.3, 7.3,-
麦当劳麦咖啡(食品一店店),南京东路720号,1.0,33,33,3,3, 7.6, 7.5, 7.5,-
麦当劳甜品站(天山西路店),天山西路138号上海馥邦购物中心1层,0.0,16,16,4,2, 7.3, 7.2, 7.3, 23 
麦当劳(龙镇路店),龙镇路136号,0.0,1,2,0,0, 7.1, 6.8, 7.1,-
麦当劳麦咖啡(柳州路店),柳州路99号,1.0,6,7,1,1, 6.9, 7.2, 7.2,-
麦当劳麦咖啡(陆家浜路店),陆家浜路1100号新邻广场店,1.0,4,4,0,0, 7.6, 7.6, 7.6,-
麦当劳麦咖啡(上海城店),遵义路100号南丰城,0.0,9,10,3,1, 7.3, 7.3, 7.3,-
麦当劳麦咖啡(乐购光新店),中山北路1855号,1.0,10,10,1,0, 7.4, 7.5, 7.6,-
麦当劳麦咖啡(祖冲之路DT店),祖冲之路2305号天之骄子人才公寓,1.0,2,5,0,0, 7.7, 7.7, 7.7,-
麦当劳麦咖啡(隆昌路店),隆昌路609号2幢一层1室,1.0,10,14,0,0, 7.5, 7.4, 7.5,-
麦当劳麦咖啡(正大广场店),陆家嘴路168号正大广场5楼35-36店铺,0.0,3,3,0,1, 7.3, 6.9, 7.2,-
